Image Path,Label Path,Class Name
./dataset/train/images/Neptune-142-_jpg.rf.03750402134ae1298003aa4183b81656.jpg,./dataset/train/labels/Neptune-142-_jpg.rf.03750402134ae1298003aa4183b81656.txt,Neptune
./dataset/train/images/Mars-45-_jpg.rf.e59ae03f55f1a3e7f49a2b59894a57d0.jpg,./dataset/train/labels/Mars-45-_jpg.rf.e59ae03f55f1a3e7f49a2b59894a57d0.txt,Mars
./dataset/train/images/Neptune-84-_jpg.rf.d2ce2b6fc24655c55d10b022d0e4166c.jpg,./dataset/train/labels/Neptune-84-_jpg.rf.d2ce2b6fc24655c55d10b022d0e4166c.txt,Neptune
./dataset/train/images/Neptune-6-_jpg.rf.05b2e5a37056287c5c12e8dd8168261c.jpg,./dataset/train/labels/Neptune-6-_jpg.rf.05b2e5a37056287c5c12e8dd8168261c.txt,Neptune
./dataset/train/images/Saturn-20-_jpg.rf.18086ceac4eae8ce596364a25d0ccf3b.jpg,./dataset/train/labels/Saturn-20-_jpg.rf.18086ceac4eae8ce596364a25d0ccf3b.txt,Saturn
./dataset/train/images/Mercury-79-_jpg.rf.22142931f9717ca02b2e79cbbdc37e04.jpg,./dataset/train/labels/Mercury-79-_jpg.rf.22142931f9717ca02b2e79cbbdc37e04.txt,Mercury
./dataset/train/images/Earth-27-_jpg.rf.919b9a5f1494dd2b0d84696223ed5995.jpg,./dataset/train/labels/Earth-27-_jpg.rf.919b9a5f1494dd2b0d84696223ed5995.txt,Earth
./dataset/train/images/Jupiter-46-_jpg.rf.c57d2123f893ce2f625d6aa706f78f3a.jpg,./dataset/train/labels/Jupiter-46-_jpg.rf.c57d2123f893ce2f625d6aa706f78f3a.txt,Jupiter
./dataset/train/images/Venus-63-_jpg.rf.ee786c25ddebfc43cef0d2feecd93c52.jpg,./dataset/train/labels/Venus-63-_jpg.rf.ee786c25ddebfc43cef0d2feecd93c52.txt,Venus
./dataset/train/images/Jupiter-46-_jpg.rf.c3fd43f21f72c7d620d928e3a764de53.jpg,./dataset/train/labels/Jupiter-46-_jpg.rf.c3fd43f21f72c7d620d928e3a764de53.txt,Jupiter
./dataset/train/images/Mercury-110-_jpg.rf.3f48fc9bc4dd497a69115959abb21d14.jpg,./dataset/train/labels/Mercury-110-_jpg.rf.3f48fc9bc4dd497a69115959abb21d14.txt,Mercury
./dataset/train/images/Mars-107-_jpg.rf.755ec2981ae872abd250082bbbea9d22.jpg,./dataset/train/labels/Mars-107-_jpg.rf.755ec2981ae872abd250082bbbea9d22.txt,Mars
./dataset/train/images/Mercury-145-_jpg.rf.cc7d2b41b9d9004eba55943879281422.jpg,./dataset/train/labels/Mercury-145-_jpg.rf.cc7d2b41b9d9004eba55943879281422.txt,Mercury
./dataset/train/images/Venus-55-_jpg.rf.769a43d8e63b6fc1a2b76a1063431580.jpg,./dataset/train/labels/Venus-55-_jpg.rf.769a43d8e63b6fc1a2b76a1063431580.txt,Venus
./dataset/train/images/Uranus-62-_jpg.rf.b8dbe8f4e23b1c0d4773259cd2ec512d.jpg,./dataset/train/labels/Uranus-62-_jpg.rf.b8dbe8f4e23b1c0d4773259cd2ec512d.txt,Uranus
./dataset/train/images/Venus-14-_jpg.rf.1abf2641ea2f7df4fae7981f0dd5ddb2.jpg,./dataset/train/labels/Venus-14-_jpg.rf.1abf2641ea2f7df4fae7981f0dd5ddb2.txt,Venus
./dataset/train/images/Jupiter-13-_jpg.rf.69c68b57b2cb0446a301ca1ef1a2741b.jpg,./dataset/train/labels/Jupiter-13-_jpg.rf.69c68b57b2cb0446a301ca1ef1a2741b.txt,Jupiter
./dataset/train/images/Neptune-133-_jpg.rf.5a9758a734318862ef70346b0519dc91.jpg,./dataset/train/labels/Neptune-133-_jpg.rf.5a9758a734318862ef70346b0519dc91.txt,Neptune
./dataset/train/images/Jupiter-1-_jpg.rf.c78746bd7e6b8361713046b3b86231e6.jpg,./dataset/train/labels/Jupiter-1-_jpg.rf.c78746bd7e6b8361713046b3b86231e6.txt,Jupiter
./dataset/train/images/Earth-25-_jpg.rf.8e6cf4a960331d9fb6a666a3d6fe4cdd.jpg,./dataset/train/labels/Earth-25-_jpg.rf.8e6cf4a960331d9fb6a666a3d6fe4cdd.txt,Earth
./dataset/train/images/Saturn-90-_jpg.rf.90af4abc0b2a767228a5301896ab7aad.jpg,./dataset/train/labels/Saturn-90-_jpg.rf.90af4abc0b2a767228a5301896ab7aad.txt,Saturn
./dataset/train/images/Uranus-56-_jpg.rf.61b4272996fdf5e88913e1cae8e1c335.jpg,./dataset/train/labels/Uranus-56-_jpg.rf.61b4272996fdf5e88913e1cae8e1c335.txt,Uranus
./dataset/train/images/Earth-133-_jpg.rf.10771ebac292af8ff6d5c29051a1d93f.jpg,./dataset/train/labels/Earth-133-_jpg.rf.10771ebac292af8ff6d5c29051a1d93f.txt,Earth
./dataset/train/images/Mars-109-_jpg.rf.8c8416073daf006e8014ad6322403b3d.jpg,./dataset/train/labels/Mars-109-_jpg.rf.8c8416073daf006e8014ad6322403b3d.txt,Mars
./dataset/train/images/Mars-127-_jpg.rf.7343b840f037f4eb963cdfe6e3ff260c.jpg,./dataset/train/labels/Mars-127-_jpg.rf.7343b840f037f4eb963cdfe6e3ff260c.txt,Mars
./dataset/train/images/Neptune-54-_jpg.rf.91b378b22aaaf9aa571a3e3a55e1d0ad.jpg,./dataset/train/labels/Neptune-54-_jpg.rf.91b378b22aaaf9aa571a3e3a55e1d0ad.txt,Neptune
./dataset/train/images/Venus-63-_jpg.rf.609745730033d12785fc424f650e58b7.jpg,./dataset/train/labels/Venus-63-_jpg.rf.609745730033d12785fc424f650e58b7.txt,Venus
./dataset/train/images/Venus-34-_jpg.rf.afc627c0155c0564a3d7d31b4149e13f.jpg,./dataset/train/labels/Venus-34-_jpg.rf.afc627c0155c0564a3d7d31b4149e13f.txt,Venus
./dataset/train/images/Saturn-144-_jpg.rf.cacd2d25eabff008d3e9ef43b7786152.jpg,./dataset/train/labels/Saturn-144-_jpg.rf.cacd2d25eabff008d3e9ef43b7786152.txt,Saturn
./dataset/train/images/Uranus-105-_jpg.rf.67bf8592c94510698721b42794bd0057.jpg,./dataset/train/labels/Uranus-105-_jpg.rf.67bf8592c94510698721b42794bd0057.txt,Uranus
./dataset/train/images/Mercury-114-_jpg.rf.fe770d7bce030ea878124383051d2ac6.jpg,./dataset/train/labels/Mercury-114-_jpg.rf.fe770d7bce030ea878124383051d2ac6.txt,Mercury
./dataset/train/images/Mercury-137-_jpg.rf.fc67f4d1fcb258d9a71192ba88095e3b.jpg,./dataset/train/labels/Mercury-137-_jpg.rf.fc67f4d1fcb258d9a71192ba88095e3b.txt,Mercury
./dataset/train/images/Earth-109-_jpg.rf.a276e0567316251f463609a1a5da753b.jpg,./dataset/train/labels/Earth-109-_jpg.rf.a276e0567316251f463609a1a5da753b.txt,Earth
./dataset/train/images/Saturn-86-_jpg.rf.4613ca26f01c700c586ee45c60b0f5b4.jpg,./dataset/train/labels/Saturn-86-_jpg.rf.4613ca26f01c700c586ee45c60b0f5b4.txt,Saturn
./dataset/train/images/Uranus-117-_jpg.rf.8d51cf90988926a0d06e8d55136aa4dc.jpg,./dataset/train/labels/Uranus-117-_jpg.rf.8d51cf90988926a0d06e8d55136aa4dc.txt,Uranus
./dataset/train/images/Mars-16-_jpg.rf.3c9f7fc5d00437f593fea07b56283126.jpg,./dataset/train/labels/Mars-16-_jpg.rf.3c9f7fc5d00437f593fea07b56283126.txt,Mars
./dataset/train/images/Uranus-103-_jpg.rf.0565273b096ef03454f72a4cc4f3ddce.jpg,./dataset/train/labels/Uranus-103-_jpg.rf.0565273b096ef03454f72a4cc4f3ddce.txt,Uranus
./dataset/train/images/Uranus-61-_jpg.rf.53968e660cd78f9346f789fa46592d26.jpg,./dataset/train/labels/Uranus-61-_jpg.rf.53968e660cd78f9346f789fa46592d26.txt,Uranus
./dataset/train/images/Uranus-35-_jpg.rf.4f0bcd0bbf0404145e2571eb280f204a.jpg,./dataset/train/labels/Uranus-35-_jpg.rf.4f0bcd0bbf0404145e2571eb280f204a.txt,Uranus
./dataset/train/images/Jupiter-5-_jpg.rf.6751642fea8cb1408148d4a75ccde5fc.jpg,./dataset/train/labels/Jupiter-5-_jpg.rf.6751642fea8cb1408148d4a75ccde5fc.txt,Jupiter
./dataset/train/images/Mercury-51-_jpg.rf.f90eca397336ec1aa82d87de0342770d.jpg,./dataset/train/labels/Mercury-51-_jpg.rf.f90eca397336ec1aa82d87de0342770d.txt,Mercury
./dataset/train/images/Earth-49-_jpg.rf.f1ec55d1a696131dec90952e38c9f365.jpg,./dataset/train/labels/Earth-49-_jpg.rf.f1ec55d1a696131dec90952e38c9f365.txt,Earth
./dataset/train/images/Mars-81-_jpg.rf.c2dccb2058e1471f21b05f6a7619b5ee.jpg,./dataset/train/labels/Mars-81-_jpg.rf.c2dccb2058e1471f21b05f6a7619b5ee.txt,Mars
./dataset/train/images/Uranus-149-_jpg.rf.7415bfa1e4c9885d9ae868bca345c5f4.jpg,./dataset/train/labels/Uranus-149-_jpg.rf.7415bfa1e4c9885d9ae868bca345c5f4.txt,Uranus
./dataset/train/images/Jupiter-128-_jpg.rf.0c0f17e6216ea5be127cc4c06772e8fc.jpg,./dataset/train/labels/Jupiter-128-_jpg.rf.0c0f17e6216ea5be127cc4c06772e8fc.txt,Jupiter
./dataset/train/images/Uranus-93-_jpg.rf.087087077f968ebdf960f6a1c0ab0b03.jpg,./dataset/train/labels/Uranus-93-_jpg.rf.087087077f968ebdf960f6a1c0ab0b03.txt,Uranus
./dataset/train/images/Mercury-49-_jpg.rf.10a75dd7598c9fc68d6da48acb3357cf.jpg,./dataset/train/labels/Mercury-49-_jpg.rf.10a75dd7598c9fc68d6da48acb3357cf.txt,Mercury
./dataset/train/images/Mercury-142-_jpg.rf.3326096ad7065851593629e2ee2b47d8.jpg,./dataset/train/labels/Mercury-142-_jpg.rf.3326096ad7065851593629e2ee2b47d8.txt,Mercury
./dataset/train/images/Neptune-41-_jpg.rf.b222c1462220dc07a628254e553505ec.jpg,./dataset/train/labels/Neptune-41-_jpg.rf.b222c1462220dc07a628254e553505ec.txt,Neptune
./dataset/train/images/Saturn-31-_jpg.rf.273e5a426821726d53174b9efa01a4d0.jpg,./dataset/train/labels/Saturn-31-_jpg.rf.273e5a426821726d53174b9efa01a4d0.txt,Saturn
./dataset/train/images/Mars-130-_jpg.rf.ecdb0c1dbbb8e1a4570628f06b0bcdcb.jpg,./dataset/train/labels/Mars-130-_jpg.rf.ecdb0c1dbbb8e1a4570628f06b0bcdcb.txt,Mars
./dataset/train/images/Earth-103-_jpg.rf.97f81f1c470a37ba85fff150594200dd.jpg,./dataset/train/labels/Earth-103-_jpg.rf.97f81f1c470a37ba85fff150594200dd.txt,Earth
./dataset/train/images/Neptune-148-_jpg.rf.25f9dc96bcc67de9b65925f297913f09.jpg,./dataset/train/labels/Neptune-148-_jpg.rf.25f9dc96bcc67de9b65925f297913f09.txt,Neptune
./dataset/train/images/Mars-149-_jpg.rf.284815e6c2162e879063a0910c8465e0.jpg,./dataset/train/labels/Mars-149-_jpg.rf.284815e6c2162e879063a0910c8465e0.txt,Mars
./dataset/train/images/Mars-33-_jpg.rf.001221f8ca0005f3e319864d6d10957c.jpg,./dataset/train/labels/Mars-33-_jpg.rf.001221f8ca0005f3e319864d6d10957c.txt,Mars
./dataset/train/images/Neptune-128-_jpg.rf.21c43f7e12dca2326e85bae05944aa51.jpg,./dataset/train/labels/Neptune-128-_jpg.rf.21c43f7e12dca2326e85bae05944aa51.txt,Neptune
./dataset/train/images/Earth-122-_jpg.rf.5c5eb340a8e6452a5f1be5c39835ddda.jpg,./dataset/train/labels/Earth-122-_jpg.rf.5c5eb340a8e6452a5f1be5c39835ddda.txt,Earth
./dataset/train/images/Saturn-39-_jpg.rf.cba2cb5201a677fe61b1271773ba1711.jpg,./dataset/train/labels/Saturn-39-_jpg.rf.cba2cb5201a677fe61b1271773ba1711.txt,Saturn
./dataset/train/images/Uranus-121-_jpg.rf.3dffdc3e720d5a2e51a5122c1099bde8.jpg,./dataset/train/labels/Uranus-121-_jpg.rf.3dffdc3e720d5a2e51a5122c1099bde8.txt,Uranus
./dataset/train/images/Mercury-105-_jpg.rf.526bd61e20d63007ff07b8ebb0983496.jpg,./dataset/train/labels/Mercury-105-_jpg.rf.526bd61e20d63007ff07b8ebb0983496.txt,Mercury
./dataset/train/images/Saturn-76-_jpg.rf.a19e49565bda394ec81b79ed689a77fa.jpg,./dataset/train/labels/Saturn-76-_jpg.rf.a19e49565bda394ec81b79ed689a77fa.txt,Saturn
./dataset/train/images/Mercury-123-_jpg.rf.41d95256028ffd8029d366afb126ef0c.jpg,./dataset/train/labels/Mercury-123-_jpg.rf.41d95256028ffd8029d366afb126ef0c.txt,Mercury
./dataset/train/images/Neptune-33-_jpg.rf.a6427262b27ab0fb3beffc3300eb3b13.jpg,./dataset/train/labels/Neptune-33-_jpg.rf.a6427262b27ab0fb3beffc3300eb3b13.txt,Neptune
./dataset/train/images/Saturn-127-_jpg.rf.326d1229a81c409157b3754d4776f285.jpg,./dataset/train/labels/Saturn-127-_jpg.rf.326d1229a81c409157b3754d4776f285.txt,Saturn
./dataset/train/images/Mercury-21-_jpg.rf.ccdaf4d604233b3ea062a31a4f3a92e7.jpg,./dataset/train/labels/Mercury-21-_jpg.rf.ccdaf4d604233b3ea062a31a4f3a92e7.txt,Mercury
./dataset/train/images/Jupiter-142-_jpg.rf.f2ccd46adff398ce73e029d1a7c3426d.jpg,./dataset/train/labels/Jupiter-142-_jpg.rf.f2ccd46adff398ce73e029d1a7c3426d.txt,Jupiter
./dataset/train/images/Earth-111-_jpg.rf.6d16c1e7f354512204fbb637e5bb7dcb.jpg,./dataset/train/labels/Earth-111-_jpg.rf.6d16c1e7f354512204fbb637e5bb7dcb.txt,Earth
./dataset/train/images/Mercury-102-_jpg.rf.74a74c1ebf2cd20ade28ad3b22d6fccc.jpg,./dataset/train/labels/Mercury-102-_jpg.rf.74a74c1ebf2cd20ade28ad3b22d6fccc.txt,Mercury
./dataset/train/images/Venus-105-_jpg.rf.1731527fd031c21148ba624e4f10c0f7.jpg,./dataset/train/labels/Venus-105-_jpg.rf.1731527fd031c21148ba624e4f10c0f7.txt,Venus
./dataset/train/images/Earth-143-_jpg.rf.08453fe8fb63b473efbdb0eb55cc2735.jpg,./dataset/train/labels/Earth-143-_jpg.rf.08453fe8fb63b473efbdb0eb55cc2735.txt,Earth
./dataset/train/images/Uranus-47-_jpg.rf.5b76b7df6d26f0b836e0ecfa1f47d766.jpg,./dataset/train/labels/Uranus-47-_jpg.rf.5b76b7df6d26f0b836e0ecfa1f47d766.txt,Uranus
./dataset/train/images/Uranus-41-_jpg.rf.aa61ab91c5247ffb70ed9711b275feb6.jpg,./dataset/train/labels/Uranus-41-_jpg.rf.aa61ab91c5247ffb70ed9711b275feb6.txt,Uranus
./dataset/train/images/Mercury-13-_jpg.rf.08a1aa8b9017ecf764d5ac4ed92edd0f.jpg,./dataset/train/labels/Mercury-13-_jpg.rf.08a1aa8b9017ecf764d5ac4ed92edd0f.txt,Mercury
./dataset/train/images/Mercury-37-_jpg.rf.d3baa70065ae28346c316ff25a2a507b.jpg,./dataset/train/labels/Mercury-37-_jpg.rf.d3baa70065ae28346c316ff25a2a507b.txt,Mercury
./dataset/train/images/Mars-34-_jpg.rf.3c08ab56a2aafb4f0415beaca3a8529a.jpg,./dataset/train/labels/Mars-34-_jpg.rf.3c08ab56a2aafb4f0415beaca3a8529a.txt,Mars
./dataset/train/images/Venus-19-_jpg.rf.3bb9e26035dba549c29fd39f09554a52.jpg,./dataset/train/labels/Venus-19-_jpg.rf.3bb9e26035dba549c29fd39f09554a52.txt,Venus
./dataset/train/images/Saturn-27-_jpg.rf.62c8d6f9da7d1ca45dde02ae0b4b0a1c.jpg,./dataset/train/labels/Saturn-27-_jpg.rf.62c8d6f9da7d1ca45dde02ae0b4b0a1c.txt,Saturn
./dataset/train/images/Earth-119-_jpg.rf.7d30bfd757d8f474161628b30465c3a3.jpg,./dataset/train/labels/Earth-119-_jpg.rf.7d30bfd757d8f474161628b30465c3a3.txt,Earth
./dataset/train/images/Saturn-64-_jpg.rf.9b5375f152e9350684ecb011cdc1a826.jpg,./dataset/train/labels/Saturn-64-_jpg.rf.9b5375f152e9350684ecb011cdc1a826.txt,Saturn
./dataset/train/images/Mars-76-_jpg.rf.cd5efd93d0fa4e65a056d3103bb60bc4.jpg,./dataset/train/labels/Mars-76-_jpg.rf.cd5efd93d0fa4e65a056d3103bb60bc4.txt,Mars
./dataset/train/images/Earth-73-_jpg.rf.429ee4575fee10cdeccc468705183477.jpg,./dataset/train/labels/Earth-73-_jpg.rf.429ee4575fee10cdeccc468705183477.txt,Earth
./dataset/train/images/Jupiter-146-_jpg.rf.b13f699686f0549d8f8b041f6f46d85d.jpg,./dataset/train/labels/Jupiter-146-_jpg.rf.b13f699686f0549d8f8b041f6f46d85d.txt,Jupiter
./dataset/train/images/Earth-138-_jpg.rf.c92173ea81e0731e72ae88f231b4c41d.jpg,./dataset/train/labels/Earth-138-_jpg.rf.c92173ea81e0731e72ae88f231b4c41d.txt,Earth
./dataset/train/images/Jupiter-43-_jpg.rf.e7697e5db2c633a595f93a01bfbd4dd0.jpg,./dataset/train/labels/Jupiter-43-_jpg.rf.e7697e5db2c633a595f93a01bfbd4dd0.txt,Jupiter
./dataset/train/images/Mercury-14-_jpg.rf.7110372f6a73a34c053107399370453f.jpg,./dataset/train/labels/Mercury-14-_jpg.rf.7110372f6a73a34c053107399370453f.txt,Mercury
./dataset/train/images/Mercury-114-_jpg.rf.68c9a6a4837574d43c0387cf509d4bda.jpg,./dataset/train/labels/Mercury-114-_jpg.rf.68c9a6a4837574d43c0387cf509d4bda.txt,Mercury
./dataset/train/images/Neptune-40-_jpg.rf.b9bb588da87c2999f4661f17303c348a.jpg,./dataset/train/labels/Neptune-40-_jpg.rf.b9bb588da87c2999f4661f17303c348a.txt,Neptune
./dataset/train/images/Neptune-85-_jpg.rf.a1b3151ac8d5c3604a40d1145625e791.jpg,./dataset/train/labels/Neptune-85-_jpg.rf.a1b3151ac8d5c3604a40d1145625e791.txt,Neptune
./dataset/train/images/Earth-26-_jpg.rf.8759191f4cd09fc913792dad8baa8564.jpg,./dataset/train/labels/Earth-26-_jpg.rf.8759191f4cd09fc913792dad8baa8564.txt,Earth
./dataset/train/images/Saturn-36-_jpg.rf.a28787daf277a9f85bd3493845a2592a.jpg,./dataset/train/labels/Saturn-36-_jpg.rf.a28787daf277a9f85bd3493845a2592a.txt,Saturn
./dataset/train/images/Jupiter-11-_jpg.rf.eb6cfe33acd465beccdb98fe853a9570.jpg,./dataset/train/labels/Jupiter-11-_jpg.rf.eb6cfe33acd465beccdb98fe853a9570.txt,Jupiter
./dataset/train/images/Venus-31-_jpg.rf.210b5d9d9dadf1b7a3f9389c4c65cd5e.jpg,./dataset/train/labels/Venus-31-_jpg.rf.210b5d9d9dadf1b7a3f9389c4c65cd5e.txt,Venus
./dataset/train/images/Jupiter-12-_jpg.rf.b0da21e3062fbbab1dbe55cc2b310dab.jpg,./dataset/train/labels/Jupiter-12-_jpg.rf.b0da21e3062fbbab1dbe55cc2b310dab.txt,Jupiter
./dataset/train/images/Mars-136-_jpg.rf.ae96292059284116486997a0b06e7982.jpg,./dataset/train/labels/Mars-136-_jpg.rf.ae96292059284116486997a0b06e7982.txt,Mars
./dataset/train/images/Earth-144-_jpg.rf.6f48f931f31757bb80917041bbe421a7.jpg,./dataset/train/labels/Earth-144-_jpg.rf.6f48f931f31757bb80917041bbe421a7.txt,Earth
./dataset/train/images/Mercury-86-_jpg.rf.c9e1fd66641c80831f7df247cc4fba3a.jpg,./dataset/train/labels/Mercury-86-_jpg.rf.c9e1fd66641c80831f7df247cc4fba3a.txt,Mercury
./dataset/train/images/Mars-113-_jpg.rf.273db4e67dfc325453fc3e405349e48a.jpg,./dataset/train/labels/Mars-113-_jpg.rf.273db4e67dfc325453fc3e405349e48a.txt,Mars
./dataset/train/images/Saturn-70-_jpg.rf.79e36e5d92cd1edbb8bdc845956bdecc.jpg,./dataset/train/labels/Saturn-70-_jpg.rf.79e36e5d92cd1edbb8bdc845956bdecc.txt,Saturn
./dataset/train/images/Uranus-11-_jpg.rf.dfa4443f6eafd87934f94b753931c87b.jpg,./dataset/train/labels/Uranus-11-_jpg.rf.dfa4443f6eafd87934f94b753931c87b.txt,Uranus
./dataset/train/images/Venus-125-_jpg.rf.d8de1ae4578bfda09a16ae7e25c88c8c.jpg,./dataset/train/labels/Venus-125-_jpg.rf.d8de1ae4578bfda09a16ae7e25c88c8c.txt,Venus
./dataset/train/images/Mars-131-_jpg.rf.fe1ae8e2370ace6a8a25aa0f29a4a204.jpg,./dataset/train/labels/Mars-131-_jpg.rf.fe1ae8e2370ace6a8a25aa0f29a4a204.txt,Mars
./dataset/train/images/Mercury-21-_jpg.rf.3a498a2e3ce1d7d5fd8d5ef14f35bd4e.jpg,./dataset/train/labels/Mercury-21-_jpg.rf.3a498a2e3ce1d7d5fd8d5ef14f35bd4e.txt,Mercury
./dataset/train/images/Venus-127-_jpg.rf.299834cbd94fa2a0da9a12cabc0f750b.jpg,./dataset/train/labels/Venus-127-_jpg.rf.299834cbd94fa2a0da9a12cabc0f750b.txt,Venus
./dataset/train/images/Mercury-74-_jpg.rf.6417bd56bdc62fb6f9459d79a603d4f7.jpg,./dataset/train/labels/Mercury-74-_jpg.rf.6417bd56bdc62fb6f9459d79a603d4f7.txt,Mercury
./dataset/train/images/Mercury-74-_jpg.rf.ffaab9f49d5384b9a0da08aefbd1d3d0.jpg,./dataset/train/labels/Mercury-74-_jpg.rf.ffaab9f49d5384b9a0da08aefbd1d3d0.txt,Mercury
./dataset/train/images/Jupiter-85-_jpg.rf.f2fc33c6d040d5d72d2b8fad5b113374.jpg,./dataset/train/labels/Jupiter-85-_jpg.rf.f2fc33c6d040d5d72d2b8fad5b113374.txt,Jupiter
./dataset/train/images/Mars-65-_jpg.rf.abef12913b0b21b4d69ec009b3a56752.jpg,./dataset/train/labels/Mars-65-_jpg.rf.abef12913b0b21b4d69ec009b3a56752.txt,Mars
./dataset/train/images/Earth-118-_jpg.rf.21a936c2612c983b70c1ddef3ab6b48d.jpg,./dataset/train/labels/Earth-118-_jpg.rf.21a936c2612c983b70c1ddef3ab6b48d.txt,Earth
./dataset/train/images/Saturn-141-_jpg.rf.eecd6da1239ea514e27a6e556ecbca00.jpg,./dataset/train/labels/Saturn-141-_jpg.rf.eecd6da1239ea514e27a6e556ecbca00.txt,Saturn
./dataset/train/images/Saturn-145-_jpg.rf.b500439895497b15b90e2b1a30923e8a.jpg,./dataset/train/labels/Saturn-145-_jpg.rf.b500439895497b15b90e2b1a30923e8a.txt,Saturn
./dataset/train/images/Neptune-109-_jpg.rf.3217fbdd6f1c1ab0e70791804ac968df.jpg,./dataset/train/labels/Neptune-109-_jpg.rf.3217fbdd6f1c1ab0e70791804ac968df.txt,Neptune
./dataset/train/images/Uranus-75-_jpg.rf.064fc313290b9f1551609503ed2dc927.jpg,./dataset/train/labels/Uranus-75-_jpg.rf.064fc313290b9f1551609503ed2dc927.txt,Uranus
./dataset/train/images/Mercury-19-_jpg.rf.6468363426fd16e57e814766a8aaa863.jpg,./dataset/train/labels/Mercury-19-_jpg.rf.6468363426fd16e57e814766a8aaa863.txt,Mercury
./dataset/train/images/Jupiter-26-_jpg.rf.7d82ef3051090787cef85fa6afd112ef.jpg,./dataset/train/labels/Jupiter-26-_jpg.rf.7d82ef3051090787cef85fa6afd112ef.txt,Jupiter
